timestamp,gnb_id,rnti,rsrp_dbm,ber_ul,ber_dl,mcs_ul,mcs_dl
2026-07-10T00:19:59.318714+00:00,0,1804289383,-65.0,0.005000000353902578,0.0,22,23
2026-07-10T00:19:59.318714+00:00,0,846930886,-86.0,0.053999997675418854,0.04699999839067459,17,12
2026-07-10T00:19:59.318714+00:00,0,1681692777,-72.0,0.003000000026077032,0.0010000000474974513,20,26
2026-07-10T00:19:59.318714+00:00,0,1714636915,-66.0,0.005000000353902578,0.0,24,23
2026-07-10T00:19:59.318714+00:00,0,1957747793,-105.0,0.17000000178813934,0.1289999932050705,7,7
2026-07-10T00:19:59.318714+00:00,0,424238335,-76.0,0.0020000000949949026,0.0010000000474974513,25,27
2026-07-10T00:19:59.318714+00:00,0,719885386,-77.0,0.004000000189989805,0.0010000000474974513,21,22
2026-07-10T00:19:59.318714+00:00,0,1649760492,-70.0,0.004999999888241291,0.0010000000474974513,23,20
2026-07-10T00:19:59.318714+00:00,0,596516649,-93.0,0.03800000250339508,0.020999999716877937,19,13
2026-07-10T00:19:59.318714+00:00,0,1189641421,-94.0,0.032999999821186066,0.019999999552965164,18,15
2026-07-10T00:19:59.318714+00:00,0,1025202362,-105.0,0.20500001311302185,0.14900000393390656,3,8
2026-07-10T00:19:59.318714+00:00,0,1350490027,-75.0,0.003000000026077032,0.0010000000474974513,21,23
2026-07-10T00:19:59.318714+00:00,0,783368690,-94.0,0.04699999839067459,0.03799999877810478,18,11
2026-07-10T00:19:59.318714+00:00,0,1102520059,-70.0,0.004000000189989805,0.003000000026077032,22,24
2026-07-10T00:19:59.318714+00:00,0,2044897763,-89.0,0.026000000536441803,0.014000000432133675,16,13
2026-07-10T00:19:59.318714+00:00,0,1967513926,-101.0,0.052000001072883606,0.027000000700354576,9,6
2026-07-10T00:19:59.318714+00:00,0,1365180540,-87.0,0.023000001907348633,0.0010000000474974513,18,15
2026-07-10T00:19:59.318714+00:00,0,1540383426,-67.0,0.0060000005178153515,0.004000000189989805,22,23
2026-07-10T00:19:59.318714+00:00,0,304089172,-109.0,0.0820000022649765,0.03700000047683716,3,8
2026-07-10T00:19:59.318714+00:00,0,1303455736,-103.0,0.164000004529953,0.14300000667572021,8,9
2026-07-10T00:19:59.318714+00:00,0,35005211,-76.0,0.00800000037997961,0.004000000189989805,23,25
2026-07-10T00:19:59.318714+00:00,0,521595368,-103.0,0.0559999980032444,0.006000000052154064,4,8
2026-07-10T00:19:59.318714+00:00,0,294702567,-68.0,0.00800000037997961,0.003000000026077032,25,25
2026-07-10T00:19:59.318714+00:00,0,1726956429,-101.0,0.1770000010728836,0.12399999797344208,0,3
2026-07-10T00:19:59.318714+00:00,0,336465782,-100.0,0.13099999725818634,0.0989999994635582,5,4
2026-07-10T00:19:59.318714+00:00,0,861021530,-80.0,0.005000000353902578,0.0,22,22
2026-07-10T00:19:59.318714+00:00,0,278722862,-104.0,0.1340000033378601,0.0820000022649765,4,7
2026-07-10T00:19:59.318714+00:00,0,233665123,-77.0,0.005000000353902578,0.0,24,23
2026-07-10T00:19:59.318714+00:00,0,2145174067,-82.0,0.052000001072883606,0.02800000086426735,13,16
2026-07-10T00:19:59.318714+00:00,0,468703135,-88.0,0.04699999839067459,0.03999999910593033,11,10
2026-07-10T00:19:59.318714+00:00,0,1101513929,-80.0,0.003000000026077032,0.0010000000474974513,22,26
2026-07-10T00:19:59.318714+00:00,0,1801979802,-70.0,0.0020000000949949026,0.0,24,22
2026-07-10T00:19:59.318714+00:00,0,1315634022,-107.0,0.08299999684095383,0.06499999761581421,6,2
2026-07-10T00:19:59.318714+00:00,0,635723058,-103.0,0.17100000381469727,0.12399999797344208,2,4
2026-07-10T00:19:59.318714+00:00,0,1369133069,-65.0,0.004000000189989805,0.0010000000474974513,23,23
2026-07-10T00:19:59.318714+00:00,0,1125898167,-75.0,0.005000000353902578,0.003000000026077032,25,23
2026-07-10T00:19:59.318714+00:00,0,1059961393,-101.0,0.1730000078678131,0.12999999523162842,4,0
2026-07-10T00:19:59.318714+00:00,0,2089018456,-68.0,0.0060000005178153515,0.004000000189989805,23,24
2026-07-10T00:19:59.318714+00:00,0,628175011,-104.0,0.19599999487400055,0.17299999296665192,8,0
2026-07-10T00:19:59.318714+00:00,0,1656478042,-90.0,0.03700000047683716,0.026000000536441803,14,10
2026-07-10T00:19:59.318714+00:00,0,1131176229,-90.0,0.054999999701976776,0.03400000184774399,12,16
2026-07-10T00:19:59.318714+00:00,0,1653377373,-87.0,0.06599999964237213,0.04500000178813934,19,18
2026-07-10T00:19:59.318714+00:00,0,859484421,-97.0,0.07000000029802322,0.012000000104308128,2,9
2026-07-10T00:19:59.318714+00:00,0,1914544919,-104.0,0.156000018119812,0.13600000739097595,2,7
2026-07-10T00:19:59.318714+00:00,0,608413784,-86.0,0.01900000125169754,0.0010000000474974513,12,11
2026-07-10T00:19:59.318714+00:00,0,756898537,-90.0,0.0429999977350235,0.01899999938905239,11,14
2026-07-10T00:19:59.318714+00:00,0,1734575198,-84.0,0.01599999889731407,0.010999999940395355,17,15
2026-07-10T00:19:59.318714+00:00,0,1973594324,-98.0,0.13700000941753387,0.12700000405311584,4,8
2026-07-10T00:19:59.318714+00:00,0,149798315,-65.0,0.007000000216066837,0.004000000189989805,25,24
2026-07-10T00:19:59.318714+00:00,0,2038664370,-81.0,0.039000000804662704,0.029999999329447746,12,12
2026-07-10T00:19:59.318714+00:00,0,1129566413,-82.0,0.009999999776482582,0.0,15,12
2026-07-10T00:19:59.318714+00:00,0,184803526,-99.0,0.09199999272823334,0.03999999910593033,8,3
2026-07-10T00:19:59.318714+00:00,0,412776091,-103.0,0.2240000069141388,0.1899999976158142,0,9
2026-07-10T00:19:59.318714+00:00,0,1424268980,-86.0,0.03999999910593033,0.01899999938905239,12,15
2026-07-10T00:19:59.318714+00:00,0,1911759956,-79.0,0.009000000543892384,0.004000000189989805,21,21
2026-07-10T00:19:59.318714+00:00,0,749241873,-91.0,0.019999999552965164,0.0,10,12
2026-07-10T00:19:59.318714+00:00,0,137806862,-109.0,0.13699999451637268,0.08399999886751175,5,1
2026-07-10T00:19:59.318714+00:00,0,42999170,-87.0,0.02199999988079071,0.004000000189989805,11,14
2026-07-10T00:19:59.318714+00:00,0,982906996,-71.0,0.009000000543892384,0.004000000189989805,22,22
2026-07-10T00:19:59.318714+00:00,0,135497281,-76.0,0.0060000005178153515,0.004000000189989805,22,24
2026-07-10T00:19:59.318714+00:00,0,511702305,-98.0,0.22100000083446503,0.1889999955892563,8,8
2026-07-10T00:19:59.318714+00:00,0,2084420925,-83.0,0.04899999871850014,0.035999998450279236,13,18
2026-07-10T00:19:59.318714+00:00,0,1937477084,-98.0,0.17599999904632568,0.13300000131130219,8,0
2026-07-10T00:19:59.318714+00:00,0,1827336327,-89.0,0.02800000086426735,0.017000000923871994,18,19
2026-07-10T00:19:59.318714+00:00,0,572660336,-70.0,0.004999999888241291,0.0010000000474974513,25,21
2026-07-10T00:19:59.318714+00:00,0,1159126505,-75.0,0.007000000216066837,0.003000000026077032,23,21
2026-07-10T00:19:59.318714+00:00,0,805750846,-88.0,0.05299999937415123,0.041999999433755875,15,12
2026-07-10T00:19:59.318714+00:00,0,1632621729,-96.0,0.22300000488758087,0.17499999701976776,7,9
2026-07-10T00:19:59.318714+00:00,0,1100661313,-96.0,0.08399999886751175,0.05999999865889549,1,0
2026-07-10T00:19:59.318714+00:00,0,1433925857,-94.0,0.03999999910593033,0.02800000086426735,10,18
2026-07-10T00:19:59.318714+00:00,0,1141616124,-81.0,0.021000001579523087,0.0020000000949949026,17,19
2026-07-10T00:19:59.318714+00:00,0,84353895,-93.0,0.04600000008940697,0.039000000804662704,18,13
2026-07-10T00:19:59.318714+00:00,0,939819582,-85.0,0.0429999977350235,0.03099999949336052,18,19
2026-07-10T00:19:59.318714+00:00,0,2001100545,-106.0,0.17900002002716064,0.13500000536441803,9,2
2026-07-10T00:19:59.318714+00:00,0,1998898814,-95.0,0.036000002175569534,0.027000000700354576,19,19
2026-07-10T00:19:59.318714+00:00,0,1548233367,-104.0,0.12399999797344208,0.08500000089406967,3,5
2026-07-10T00:19:59.318714+00:00,0,610515434,-107.0,0.14800000190734863,0.10000000149011612,1,9
2026-07-10T00:19:59.318714+00:00,0,1585990364,-104.0,0.2150000035762787,0.16699999570846558,2,5
2026-07-10T00:19:59.318714+00:00,0,1374344043,-103.0,0.18299999833106995,0.14399999380111694,0,2
2026-07-10T00:19:59.318714+00:00,0,760313750,-85.0,0.054999999701976776,0.04100000113248825,16,12
2026-07-10T00:19:59.318714+00:00,0,1477171087,-91.0,0.04699999839067459,0.041999999433755875,17,13
2026-07-10T00:19:59.318714+00:00,0,356426808,-106.0,0.09999999403953552,0.08100000023841858,0,5
2026-07-10T00:19:59.318714+00:00,0,945117276,-91.0,0.039000000804662704,0.017000000923871994,14,10
2026-07-10T00:19:59.318714+00:00,0,1889947178,-96.0,0.14100000262260437,0.12399999797344208,4,8
2026-07-10T00:19:59.318714+00:00,0,1780695788,-65.0,0.006000000052154064,0.003000000026077032,22,24
2026-07-10T00:19:59.318714+00:00,0,709393584,-71.0,0.006000000052154064,0.0010000000474974513,24,20
2026-07-10T00:19:59.318714+00:00,0,491705403,-83.0,0.03999999910593033,0.028999999165534973,10,17
2026-07-10T00:19:59.318714+00:00,0,1918502651,-75.0,0.0020000000949949026,0.0010000000474974513,27,21
2026-07-10T00:19:59.318714+00:00,0,752392754,-72.0,0.004999999888241291,0.0020000000949949026,26,26
2026-07-10T00:19:59.318714+00:00,0,1474612399,-90.0,0.027000000700354576,0.012000000104308128,12,19
2026-07-10T00:19:59.318714+00:00,0,2053999932,-70.0,0.009000000543892384,0.004000000189989805,22,23
2026-07-10T00:19:59.318714+00:00,0,1264095060,-76.0,0.004000000189989805,0.0,23,20
2026-07-10T00:19:59.318714+00:00,0,1411549676,-108.0,0.19599999487400055,0.16599999368190765,4,6
2026-07-10T00:19:59.318714+00:00,0,1843993368,-92.0,0.010999999940395355,0.006000000052154064,19,17
2026-07-10T00:19:59.318714+00:00,0,943947739,-80.0,0.007000000216066837,0.004000000189989805,26,21
2026-07-10T00:19:59.318714+00:00,0,1984210012,-68.0,0.007000000216066837,0.003000000026077032,21,25
2026-07-10T00:19:59.318714+00:00,0,855636226,-74.0,0.006000000052154064,0.003000000026077032,26,25
2026-07-10T00:19:59.318714+00:00,0,1749698586,-69.0,0.006000000052154064,0.0010000000474974513,24,23
2026-07-10T00:19:59.318714+00:00,0,1469348094,-88.0,0.047999996691942215,0.03799999877810478,18,14
2026-07-10T00:19:59.318714+00:00,0,1956297539,-103.0,0.1980000138282776,0.15700000524520874,3,8
2026-07-10T00:20:01.846817+00:00,0,1804289383,-99.0,0.06599999964237213,0.017000000923871994,9,3
2026-07-10T00:20:01.846817+00:00,0,846930886,-72.0,0.00800000037997961,0.004000000189989805,27,27
2026-07-10T00:20:01.846817+00:00,0,1681692777,-102.0,0.13199999928474426,0.0820000022649765,2,1
2026-07-10T00:20:01.846817+00:00,0,1714636915,-67.0,0.0020000000949949026,0.0,25,26
2026-07-10T00:20:01.846817+00:00,0,1957747793,-91.0,0.06299999356269836,0.04699999839067459,11,11
2026-07-10T00:20:01.846817+00:00,0,424238335,-82.0,0.05900000035762787,0.03999999910593033,10,18
2026-07-10T00:20:01.846817+00:00,0,719885386,-100.0,0.10700000077486038,0.08100000023841858,6,2
2026-07-10T00:20:01.846817+00:00,0,1649760492,-86.0,0.06000000238418579,0.039000000804662704,14,18
2026-07-10T00:20:01.846817+00:00,0,596516649,-105.0,0.04899999871850014,0.017999999225139618,0,2
2026-07-10T00:20:01.846817+00:00,0,1189641421,-72.0,0.007000000216066837,0.004000000189989805,25,20
2026-07-10T00:20:01.846817+00:00,0,1025202362,-104.0,0.21900001168251038,0.17599999904632568,7,9
2026-07-10T00:20:01.846817+00:00,0,1350490027,-77.0,0.009000000543892384,0.004000000189989805,27,27
2026-07-10T00:20:01.846817+00:00,0,783368690,-105.0,0.0559999942779541,0.035999998450279236,8,5
2026-07-10T00:20:01.846817+00:00,0,1102520059,-98.0,0.10300000011920929,0.04899999871850014,1,5
2026-07-10T00:20:01.846817+00:00,0,2044897763,-94.0,0.061000000685453415,0.04100000113248825,15,14
2026-07-10T00:20:01.846817+00:00,0,1967513926,-69.0,0.007000000216066837,0.003000000026077032,26,25
2026-07-10T00:20:01.846817+00:00,0,1365180540,-72.0,0.004999999888241291,0.0020000000949949026,25,26
2026-07-10T00:20:01.846817+00:00,0,1540383426,-98.0,0.21000000834465027,0.17399999499320984,3,6
